id,Artist,Song Title,Year,Rank,Genre
1535,Backstreet Boys,Quit Playing Games (With My Heart),1997.0,11,Pop/Boy Band
1536,Monica,For You I Will,1997.0,13,R&B/Pop
1537,Usher,You Make Me Wanna...,1997.0,14,R&B/Pop
1538,Meredith Brooks,Bitch,1997.0,15,Pop/R&B/Hip-Hop
1539,Keith Sweat,Nobody,1997.0,16,Pop/R&B/Hip-Hop
1540,Third Eye Blind,Semi-Charmed Life,1997.0,17,Alternative Rock
1541,Duncan Sheik,Barely Breathing,1997.0,18,Pop/R&B/Hip-Hop
1542,Az Yet feat. Peter Cetera,Hard To Say I'm Sorry,1997.0,19,Pop/R&B/Hip-Hop
1543,Notorious B.I.G.,Mo Money Mo Problems,1997.0,20,Hip-Hop
1544,Verve Pipe,The Freshmen,1997.0,21,Pop/R&B/Hip-Hop
1545,Savage Garden,I Want You,1997.0,22,Pop
1546,BLACKstreet feat. Dr. Dre,No Diggity,1997.0,23,Pop/R&B/Hip-Hop
1547,Rome,I Belong To You (Every Time I See Your Face),1997.0,24,Pop/R&B/Hip-Hop
1548,Notorious B.I.G.,Hypnotize,1997.0,25,Hip-Hop
1549,Babyface,Every Time I Close My Eyes,1997.0,26,Pop/R&B/Hip-Hop
1550,Dru Hill,In My Bed,1997.0,27,Pop/R&B/Hip-Hop
1551,Spice Girls,Say You'll Be There,1997.0,28,Pop
1552,Robyn,Do You Know (What It Takes),1997.0,29,Pop/R&B/Hip-Hop
1553,Boyz II Men,4 Seasons Of Loneliness,1997.0,30,R&B/Soul
1554,Changing Faces,G.H.E.T.T.O.U.T.,1997.0,31,Pop/R&B/Hip-Hop
1555,Mariah Carey,Honey,1997.0,32,Pop/R&B
1556,Whitney Houston,I Believe In You And Me,1997.0,33,Pop/R&B
1557,Freaknasty,Da' Dip,1997.0,34,Pop/R&B/Hip-Hop
1558,Spice Girls,2 Become 1,1997.0,35,Pop
1559,Sister Hazel,All For You,1997.0,36,Pop/R&B/Hip-Hop
1560,112,Cupid,1997.0,37,Pop/R&B/Hip-Hop
1561,Paula Cole,Where Have All The Cowboys Gone?,1997.0,38,Pop/R&B/Hip-Hop
1562,Shawn Colvin,Sunny Came Home,1997.0,39,Pop/R&B/Hip-Hop
1563,Tim McGraw and Faith Hill,It's Your Love,1997.0,40,Pop/R&B/Hip-Hop
1564,Gina G,Ooh Aah... Just A Little Bit,1997.0,41,Pop/R&B/Hip-Hop
1565,Merril Bainbridge,Mouth,1997.0,42,Pop/R&B/Hip-Hop
1566,Allure feat. 112,All Cried Out,1997.0,43,Pop/R&B/Hip-Hop
1567,New Edition,I'm Still In Love With You,1997.0,44,Pop/R&B/Hip-Hop
1568,98 Degrees,Invisible Man,1997.0,45,Pop/R&B/Hip-Hop
1569,Lil' Kim,Not Tonight,1997.0,46,Pop/R&B/Hip-Hop
1570,Bone Thugs-N-Harmony,Look Into My Eyes,1997.0,47,Pop/R&B/Hip-Hop
1571,702,Get It Together,1997.0,48,Pop/R&B/Hip-Hop
1572,Celine Dion,All By Myself,1997.0,49,Pop/Adult Contemporary
1573,Next,Too Close,1998.0,1,Pop/R&B/Hip-Hop
1574,Brandy and Monica,The Boy Is Mine,1998.0,2,R&B/Pop
1575,Shania Twain,You're Still The One,1998.0,3,Pop/R&B/Hip-Hop
1576,Savage Garden,Truly Madly Deeply,1998.0,4,Pop
1577,Janet,Together Again,1998.0,6,Pop/R&B/Hip-Hop
1578,K-Ci and JoJo,All My Life,1998.0,7,R&B/Soul
1579,Usher,Nice and Slow,1998.0,9,R&B/Pop
1580,Paula Cole,I Don't Want To Wait,1998.0,10,Pop/R&B/Hip-Hop
1581,Third Eye Blind,How's It Going To Be,1998.0,11,Alternative Rock
1582,Destiny's Child,"No, No, No",1998.0,12,R&B/Pop
1583,Celine Dion,My Heart Will Go On,1998.0,13,Pop/Adult Contemporary
1584,Will Smith,Gettin' Jiggy Wit It,1998.0,14,Pop/R&B/Hip-Hop
1585,Usher,My Way,1998.0,16,R&B/Pop
1586,Mariah Carey,My All,1998.0,17,Pop/R&B
1587,Monica,The First Night,1998.0,18,R&B/Pop
1588,Sarah McLachlan,Adia,1998.0,20,Pop/Adult Contemporary
1589,Jennifer Paige,Crush,1998.0,21,Pop/R&B/Hip-Hop
1590,Backstreet Boys,Everybody (Backstreet's Back),1998.0,22,Pop/Boy Band
1591,Aerosmith,I Don't Want To Miss A Thing,1998.0,23,Hard Rock
1592,Public Announcement,Body Bumpin (Yippie-Yi-Yo),1998.0,24,Pop/R&B/Hip-Hop
1593,Faith Hill,This Kiss,1998.0,25,Country/Pop
1594,Uncle Sam,I Don't Ever Want To See You Again,1998.0,26,Pop/R&B/Hip-Hop
1595,Montell Jordan,Let's Ride,1998.0,27,R&B/Hip-Hop
1596,Marcy Playground,Sex And Candy,1998.0,28,Pop/R&B/Hip-Hop
1597,Robyn,Show Me Love,1998.0,29,Pop/R&B/Hip-Hop
1598,Boyz II Men,A Song For Mama,1998.0,30,R&B/Soul
1599,Mase,What You Want,1998.0,31,Pop/R&B/Hip-Hop
1600,Madonna,Frozen,1998.0,32,Pop/Dance
1601,Wyclef Jean,Gone Till November,1998.0,33,Pop/R&B/Hip-Hop
1602,Lsg,My Body,1998.0,34,Pop/R&B/Hip-Hop
1603,Chumbawamba,Tubthumping,1998.0,35,Pop/R&B/Hip-Hop
1604,Lord Tariq and Peter Gunz,Deja Vu (Uptown Baby),1998.0,36,Pop/R&B/Hip-Hop
1605,'N Sync,I Want You Back,1998.0,37,Pop/Boy Band
1606,Five,When The Lights Go Out,1998.0,38,Pop/R&B/Hip-Hop
1607,Jon B.,They Don't Know,1998.0,39,Pop/R&B/Hip-Hop
1608,Master P,Make Em' Say Uhh!,1998.0,40,Pop/R&B/Hip-Hop
1609,"Nicole feat. Missy ""Misdemeanor"" Elliott and Mocha",Make It Hot,1998.0,41,Pop/R&B/Hip-Hop
1610,All Saints,Never Ever,1998.0,42,Pop/R&B/Hip-Hop
1611,Janet,I Get Lonely,1998.0,43,Pop/R&B/Hip-Hop
1612,Mase,Feel So Good,1998.0,44,Pop/R&B/Hip-Hop
1613,Voices Of Theory,Say It,1998.0,45,Pop/R&B/Hip-Hop
1614,Billie Myers,Kiss The Rain,1998.0,46,Pop/R&B/Hip-Hop
1615,Puff Daddy,Come With Me,1998.0,47,Pop/R&B/Hip-Hop
1616,Sylk-E Fyne,Romeo And Juliet,1998.0,48,Pop/R&B/Hip-Hop
1617,Mya and Sisqo,It's All About Me,1998.0,49,Pop/R&B/Hip-Hop
1618,Hanson,I Will Come To You,1998.0,50,Pop/R&B/Hip-Hop
1619,Cher,Believe,1999.0,1,Pop/Rock/Dance
1620,TLC,No Scrubs,1999.0,2,R&B/Hip-Hop
1621,Monica,Angel Of Mine,1999.0,3,R&B/Pop
1622,Whitney Houston,Heartbreak Hotel,1999.0,4,Pop/R&B
1623,Britney Spears,...Baby One More Time,1999.0,5,Pop/Dance
1624,Sixpence None The Richer,Kiss Me,1999.0,6,Rock/Pop
1625,Christina Aguilera,Genie In A Bottle,1999.0,7,Pop/R&B
1626,Sugar Ray,Every Morning,1999.0,8,Pop Rock/Alternative
1627,Deborah Cox,Nobody's Supposed To Be Here,1999.0,9,Pop/R&B/Hip-Hop
1628,Ricky Martin,Livin' La Vida Loca,1999.0,10,Latin Pop
1629,702,Where My Girls At?,1999.0,11,Pop/R&B/Hip-Hop
1630,Jennifer Lopez,If You Had My Love,1999.0,12,Pop/Dance/R&B
1631,Goo Goo Dolls,Slide,1999.0,13,Alternative Rock/Pop
1632,Brandy,Have You Ever?,1999.0,14,R&B/Pop
1633,Backstreet Boys,I Want It That Way,1999.0,15,Pop/Boy Band
1634,R. Kelly and Celine Dion,I'm Your Angel,1999.0,16,R&B/Soul
1635,Smash Mouth,All Star,1999.0,17,Pop/R&B/Hip-Hop
1636,Sarah McLachlan,Angel,1999.0,18,Pop/Adult Contemporary
1637,Santana feat. Rob Thomas,Smooth,1999.0,19,Pop/R&B/Hip-Hop
1638,TLC,Unpretty,1999.0,20,R&B/Hip-Hop
1639,Destiny's Child,"Bills, Bills, Bills",1999.0,21,R&B/Pop
1640,Eagle-Eye Cherry,Save Tonight,1999.0,22,Pop/R&B/Hip-Hop
1641,Pearl Jam,Last Kiss,1999.0,23,Grunge
1642,Maxwell,Fortunate,1999.0,24,Neo-Soul
1643,Backstreet Boys,All I Have To Give,1999.0,25,Pop/Boy Band
1644,Enrique Iglesias,Bailamos,1999.0,26,Latin Pop
1645,Busta Rhymes feat. Janet,What's It Gonna Be?!,1999.0,27,Pop/R&B/Hip-Hop
1646,Everlast,What It's Like,1999.0,28,Pop/R&B/Hip-Hop
1647,Lenny Kravitz,Fly Away,1999.0,29,Rock/Soul
1648,Sugar Ray,Someday,1999.0,30,Pop Rock/Alternative
1649,Divine,Lately,1999.0,31,Pop/R&B/Hip-Hop
1650,Shania Twain,That Don't Impress Me Much,1999.0,32,Pop/R&B/Hip-Hop
1651,Will Smith feat. Dru Hill and Kool Moe Dee,Wild Wild West,1999.0,33,Pop/R&B/Hip-Hop
1652,Red Hot Chili Peppers,Scar Tissue,1999.0,34,Alternative Rock/Funk
1653,Mariah Carey feat. Jay-Z,Heartbreaker,1999.0,35,Pop/R&B
1654,Mariah Carey,I Still Believe,1999.0,36,Pop/R&B
1655,98 Degrees,The Hardest Thing,1999.0,37,Pop/R&B/Hip-Hop
1656,LFO,Summer Girls,1999.0,38,Pop/R&B/Hip-Hop
1657,Third Eye Blind,Jumper,1999.0,40,Alternative Rock
1658,Lauryn Hill,Doo Wop (That Thing),1999.0,41,Hip-Hop/Soul
1659,Lou Bega,Mambo No. 5 (A Little Bit Of...),1999.0,42,Pop/R&B/Hip-Hop
1660,Tyrese,Sweet Lady,1999.0,43,Pop/R&B/Hip-Hop
1661,Whitney Houston,It's Not Right But It's Okay,1999.0,44,Pop/R&B
1662,'N Sync,(God Must Have Spent) A Little More Time On You,1999.0,45,Pop/Boy Band
1663,Shawn Mullins,Lullaby,1999.0,46,Pop/R&B/Hip-Hop
1664,112 feat. Lil' Zane,Anywhere,1999.0,47,Pop/R&B/Hip-Hop
1665,K-Ci and JoJo,Tell Me It's Real,1999.0,48,R&B/Soul
1666,Matchbox 20,Back 2 Good,1999.0,49,Pop/R&B/Hip-Hop
1667,Blaque,808,1999.0,50,Pop/R&B/Hip-Hop
1668,Faith Hill,Breathe,2000.0,1,Country/Pop
1669,Joe,I Wanna Know,2000.0,4,Pop/R&B/Hip-Hop
1670,Vertical Horizon,Everything You Want,2000.0,5,Pop/R&B/Hip-Hop
1671,Destiny's Child,Say My Name,2000.0,6,R&B/Pop
1672,Savage Garden,I Knew I Loved You,2000.0,7,Pop
1673,Lonestar,Amazed,2000.0,8,Pop/R&B/Hip-Hop
1674,matchbox twenty,Bent,2000.0,9,Alternative Rock
1675,Toni Braxton,He Wasn't Man Enough,2000.0,10,R&B/Soul
1676,Creed,Higher,2000.0,11,Rock
1677,Aaliyah,Try Again,2000.0,12,R&B/Pop
1678,Destiny's Child,Jumpin Jumpin',2000.0,13,R&B/Pop
1679,Sisqo,Thong Song,2000.0,14,Pop/R&B/Hip-Hop
1680,3 Doors Down,Kryptonite,2000.0,15,Rock
1681,Pink,There You Go,2000.0,16,Pop/Rock
1682,Madonna,Music,2000.0,17,Pop/Dance
1683,Janet,Doesn't Really Matter,2000.0,18,Pop/R&B/Hip-Hop
1684,Christina Aguilera,What A Girl Wants,2000.0,19,Pop/R&B
1685,Brian McKnight,Back At One,2000.0,20,Pop/R&B/Hip-Hop
1686,'N Sync,Bye Bye Bye,2000.0,21,Pop/Boy Band
1687,Marc Anthony,You Sang To Me,2000.0,22,Salsa/Pop
1688,Marc Anthony,I Need To Know,2000.0,23,Salsa/Pop
1689,Montell Jordan,Get It On Tonite,2000.0,24,R&B/Hip-Hop
1690,Sisqo,Incomplete,2000.0,25,Pop/R&B/Hip-Hop
1691,Macy Gray,I Try,2000.0,26,Pop/R&B/Hip-Hop
1692,'N Sync,It's Gonna Be Me,2000.0,27,Pop/Boy Band
1693,Celine Dion,That's The Way It Is,2000.0,28,Pop/Adult Contemporary
1694,Nelly,(Hot S**T) Country Grammar,2000.0,29,Hip-Hop
1695,Blaque,Bring It All To Me,2000.0,30,Pop/R&B/Hip-Hop
1696,Backstreet Boys,Show Me The Meaning Of Being Lonely,2000.0,31,Pop/Boy Band
1697,"Missy Elliott feat. Nas, EVE and Q-Tip",Hot Boyz,2000.0,32,Pop/R&B/Hip-Hop
1698,BBMak,Back Here,2000.0,33,Pop/R&B/Hip-Hop
1699,Sonique,It Feels So Good,2000.0,34,Pop/R&B/Hip-Hop
1700,Nine Days,Absolutely (Story Of A Girl),2000.0,35,Pop/R&B/Hip-Hop
1701,Creed,With Arms Wide Open,2000.0,36,Rock
1702,Enrique Iglesias,Be With You,2000.0,37,Latin Pop
1703,Christina Aguilera,Come On Over Baby (All I Want Is You),2000.0,38,Pop/R&B
1704,Ruff Endz,No More,2000.0,39,Pop/R&B/Hip-Hop
1705,Blink 182,All The Small Things,2000.0,40,Pop/R&B/Hip-Hop
1706,Faith Hill,The Way You Love Me,2000.0,41,Country/Pop
1707,Christina Aguilera,I Turn To You,2000.0,42,Pop/R&B
1708,Third Eye Blind,Never Let You Go,2000.0,43,Alternative Rock
1709,LeAnn Rimes,I Need You,2000.0,44,Pop/R&B/Hip-Hop
1710,Mariah Carey feat. Joe and 98 Degrees,Thank God I Found You,2000.0,45,Pop/R&B
1711,Jagged Edge,Let's Get Married,2000.0,46,R&B
1712,Whitney Houston,My Love Is Your Love,2000.0,47,Pop/R&B
1713,Smash Mouth,Then The Morning Comes,2000.0,48,Pop/R&B/Hip-Hop
1714,Eiffel 65,Blue (Da Ba Dee),2000.0,49,Pop/R&B/Hip-Hop
1715,Sting feat. Cheb Mami,Desert Rose,2000.0,50,Pop/Rock
1716,Lifehouse,Hanging By A Moment,2001.0,1,Pop/R&B/Hip-Hop
1717,Alicia Keys,Fallin',2001.0,2,R&B/Soul
1718,Janet,All For You,2001.0,3,Pop/R&B/Hip-Hop
1719,Train,Drops Of Jupiter (Tell Me),2001.0,4,Pop Rock
1720,Jennifer Lopez feat. Ja Rule,I'm Real,2001.0,5,Pop/Hip-Hop
1721,matchbox twenty,If You're Gone,2001.0,6,Alternative Rock
1722,Eve feat. Gwen Stefani,Let Me Blow Ya Mind,2001.0,7,Pop/R&B/Hip-Hop
1723,Dido,Thank You,2001.0,8,Pop/Electronic
1724,Lenny Kravitz,Again,2001.0,9,Rock/Soul
1725,Destiny's Child,Independent Women Part I,2001.0,10,R&B/Pop
1726,Blu Cantrell,Hit 'Em Up Style (Oops!),2001.0,11,Pop/R&B/Hip-Hop
1727,"Shaggy feat. Ricardo ""RikRok"" Ducent",It Wasn't Me,2001.0,12,Pop/R&B/Hip-Hop
1728,Joe feat. Mystikal,Stutter,2001.0,13,Pop/R&B/Hip-Hop
1729,Staind,It's Been Awhile,2001.0,14,Pop/R&B/Hip-Hop
1730,Usher,U Remind Me,2001.0,15,R&B/Pop
1731,Shaggy feat. Rayvon,Angel,2001.0,17,Pop/R&B/Hip-Hop
1732,Nelly feat. City Spud,Ride Wit Me,2001.0,18,Hip-Hop
1733,Uncle Kracker,Follow Me,2001.0,19,Pop/R&B/Hip-Hop
1734,112,Peaches and Cream,2001.0,20,Pop/R&B/Hip-Hop
1735,Incubus,Drive,2001.0,21,Pop/R&B/Hip-Hop
1736,City High,What Would You Do?,2001.0,22,Pop/R&B/Hip-Hop
1737,Destiny's Child,Survivor,2001.0,23,R&B/Pop
1738,"Christina Aguilera, Lil' Kim, Mya and Pink",Lady Marmalade,2001.0,24,Pop/R&B/Hip-Hop
1739,Outkast,Ms. Jackson,2001.0,25,Pop/R&B/Hip-Hop
1740,Jennifer Lopez,Love Don't Cost A Thing,2001.0,26,Pop/Dance/R&B
1741,Dream,He Loves U Not,2001.0,28,Pop/R&B/Hip-Hop
1742,Crazy Town,Butterfly,2001.0,29,Pop/R&B/Hip-Hop
1743,Ja Rule feat. Lil' Mo and Vita,Put It On Me,2001.0,30,Hip-Hop
1744,Mary J. Blige,Family Affair,2001.0,31,R&B/Soul
1745,Lee Ann Womack and Sons Of The Desert,I Hope You Dance,2001.0,32,Pop/Alternative
1746,Moby feat. Gwen Stefani,South Side,2001.0,33,Pop/R&B/Hip-Hop
1747,Madonna,Don't Tell Me,2001.0,34,Pop/Dance
1748,"Missy ""Misdemeanor"" Elliott",Get Ur Freak On,2001.0,35,Pop/R&B/Hip-Hop
1749,K-Ci and JoJo,Crazy,2001.0,36,R&B/Soul
1750,Craig David,Fill Me In,2001.0,37,Pop/R&B/Hip-Hop
1751,Janet,Someone To Call My Lover,2001.0,38,Pop/R&B/Hip-Hop
1752,Mya,Case Of The Ex (Whatcha Gonna Do),2001.0,40,Pop/R&B/Hip-Hop
1753,O-Town,All Or Nothing,2001.0,41,Pop/R&B/Hip-Hop
1754,Destiny's Child,Bootylicious,2001.0,42,R&B/Pop
1755,Nelly Furtado,I'm Like A Bird,2001.0,43,Pop/R&B/Hip-Hop
1756,R. Kelly feat. Jay-Z,Fiesta,2001.0,45,R&B/Soul
1757,Sugar Ray,When It's Over,2001.0,46,Pop Rock/Alternative
1758,Aerosmith,Jaded,2001.0,47,Hard Rock
1759,Jagged Edge,Promise,2001.0,48,R&B
1760,Case,Missing You,2001.0,49,Pop/R&B/Hip-Hop
1761,Ginuwine,Differences,2001.0,50,Pop/R&B/Hip-Hop
1762,Nickelback,How You Remind Me,2002.0,1,Rock
1763,Ashanti,Foolish,2002.0,2,R&B
1764,Nelly,Hot in Herre,2002.0,3,Hip-Hop
1765,Nelly feat. Kelly Rowland,Dilemma,2002.0,4,Hip-Hop
1766,Calling,Wherever You Will Go,2002.0,5,Pop/R&B/Hip-Hop
1767,Vanessa Carlton,A Thousand Miles,2002.0,6,Pop/R&B/Hip-Hop
1768,Linkin Park,In the End,2002.0,7,Nu Metal/Alternative Rock
1769,Fat Joe feat. Ashanti,What's Luv?,2002.0,8,Pop/R&B/Hip-Hop
1770,Usher,U Got it Bad,2002.0,9,R&B/Pop
1771,Puddle Of Mudd,Blurry,2002.0,10,Pop/R&B/Hip-Hop
1772,Avril Lavigne,Complicated,2002.0,11,Pop Punk
1773,Ja Rule feat. Ashanti,Always on Time,2002.0,12,Hip-Hop/R&B
1774,Jennifer Lopez feat. Ja Rule,Ain't it Funny,2002.0,13,Pop/Hip-Hop
1775,Jimmy Eat World,The Middle,2002.0,14,Pop/R&B/Hip-Hop
1776,P. Diddy feat. Usher and Loon,I Need a Girl (Part One),2002.0,15,Pop/R&B/Hip-Hop
1777,Usher,U Don't have to Call,2002.0,16,R&B/Pop
1778,Eve feat. Alicia Keys,Gangsta Lovin',2002.0,19,Pop/R&B/Hip-Hop
1779,Creed,My Sacrifice,2002.0,20,Rock
1780,Eminem,Without Me,2002.0,21,Hip-Hop
1781,Enrique Iglesias,Hero,2002.0,22,Latin Pop
1782,Michelle Branch,All You Wanted,2002.0,23,Pop/R&B/Hip-Hop
1783,Pink,Get the Party Started,2002.0,24,Pop/Rock
1784,Chad Kroeger feat. Josey Scott,Hero,2002.0,25,Pop/R&B/Hip-Hop
1785,Default,Wasting My Time,2002.0,26,Pop/R&B/Hip-Hop
1786,Creed,One Last Breath,2002.0,27,Rock
1787,Shakira,"Whenever, Wherever",2002.0,28,Latin Pop/Rock
1788,Jennifer Lopez feat. Nas,I'm Gonna Be Alright,2002.0,29,Pop/Dance/R&B
1789,Cam'ron feat. Juelz Santana,Oh Boy,2002.0,30,Pop/R&B/Hip-Hop
1790,DJ Sammy and Yanou feat. Do,Heaven,2002.0,31,Pop/R&B/Hip-Hop
1791,No Doubt feat. Bounty Killer,Hey Baby,2002.0,32,Alternative Rock/Ska
1792,'N Sync feat. Nelly,Girlfriend,2002.0,33,Pop/Boy Band
1793,Mario,Just a Friend 2002,2002.0,34,Pop/R&B/Hip-Hop
1794,Sheryl Crow,Soak up the Sun,2002.0,35,Pop/Rock
1795,Pink,Don't Let Me Get Me,2002.0,36,Pop/Rock
1796,N.O.R.E.,Nothin',2002.0,37,Pop/R&B/Hip-Hop
1797,Tweet,Oops (Oh My),2002.0,38,Pop/R&B/Hip-Hop
1798,Kelly Clarkson,A Moment Like This,2002.0,39,Pop Rock
1799,Truth Hurts feat. Rakim,Addictive,2002.0,40,Pop/R&B/Hip-Hop
1800,Ashanti,Happy,2002.0,41,R&B
1801,John Mayer,No Such Thing,2002.0,42,Pop/Rock/Blues
1802,Pink,Just Like a Pill,2002.0,43,Pop/Rock
1803,Kylie Minogue,Can't Get You Out Of My Head,2002.0,45,Pop/R&B/Hip-Hop
1804,Five For Fighting,Superman (It's not Easy),2002.0,46,Pop/R&B/Hip-Hop
1805,Eminem,Cleanin' out my Closet,2002.0,47,Hip-Hop
1806,Musiq,Halfcrazy,2002.0,48,Pop/R&B/Hip-Hop
1807,Mr. Cheeks,"Lights, Camera, Action!",2002.0,49,Pop/R&B/Hip-Hop
1808,Big Tymers,Still Fly,2002.0,50,Pop/R&B/Hip-Hop
1809,50 Cent,In Da Club,2003.0,1,Hip-Hop
1810,R. Kelly,Ignition,2003.0,2,R&B/Soul
1811,Sean Paul,Get Busy,2003.0,3,Pop/R&B/Hip-Hop
1812,Beyonce feat. Jay-Z,Crazy In Love,2003.0,4,R&B/Pop
1813,3 Doors Down,When I'm Gone,2003.0,5,Rock
1814,matchbox twenty,Unwell,2003.0,6,Alternative Rock
1815,Chingy,Right Thurr,2003.0,7,Pop/R&B/Hip-Hop
1816,Aaliyah,Miss You,2003.0,8,R&B/Pop
1817,Kid Rock feat. Sheryl Crow,Picture,2003.0,9,Pop/R&B/Hip-Hop
1818,Evanescence feat. Paul McCoy,Bring Me To Life,2003.0,10,Pop/R&B/Hip-Hop
1819,Lil Jon and The East Side Boyz feat. Ying Yang Twins,Get Low,2003.0,11,Hip-Hop
1820,Beyonce feat. Sean Paul,Baby Boy,2003.0,12,R&B/Pop
1821,"Nelly, P. Diddy and Murphy Lee",Shake Ya Tailfeather,2003.0,13,Pop/R&B/Hip-Hop
1822,50 Cent feat. Nate Dogg,21 Questions,2003.0,14,Hip-Hop
1823,Jennifer Lopez feat. LL Cool J,All I Have,2003.0,15,Pop/Dance/R&B
1824,Christina Aguilera,Beautiful,2003.0,16,Pop/R&B
1825,Avril Lavigne,I'm With You,2003.0,18,Pop Punk
1826,Uncle Kracker feat. Dobie Gray,Drift Away,2003.0,19,Pop/R&B/Hip-Hop
1827,Lil' Kim feat. 50 Cent,Magic Stick,2003.0,20,Pop/R&B/Hip-Hop
1828,50 Cent,P.I.M.P.,2003.0,21,Hip-Hop
1829,B2K and P. Diddy,"Bump, Bump, Bump",2003.0,22,Pop/R&B/Hip-Hop
1830,Fabolous feat. Tamia,Into You,2003.0,23,Pop/R&B/Hip-Hop
1831,Fabolous feat. Mike Shorey and Lil' Mo,Can't Let You Go,2003.0,24,Pop/R&B/Hip-Hop
1832,Ja Rule feat. Ashanti,Mesmerize,2003.0,25,Hip-Hop/R&B
1833,Black Eyed Peas,Where Is The Love?,2003.0,26,Hip-Hop/Pop
1834,Santana feat. Michelle Branch,The Game Of Love,2003.0,27,Pop/R&B/Hip-Hop
1835,Eminem,Lose Yourself,2003.0,28,Hip-Hop
1836,Ashanti,Rock Wit U (Awww Baby),2003.0,29,R&B
1837,Justin Timberlake,Cry Me A River,2003.0,30,Pop/R&B
1838,Tyrese,How You Gonna Act Like That,2003.0,31,Pop/R&B/Hip-Hop
1839,Justin Timberlake,Rock Your Body,2003.0,32,Pop/R&B
1840,Wayne Wonder,No Letting Go,2003.0,33,Pop/R&B/Hip-Hop
1841,Pharrell feat. Jay-Z,Frontin',2003.0,34,Pop/R&B/Hip-Hop
1842,Dixie Chicks,Landslide,2003.0,35,Pop/R&B/Hip-Hop
1843,"Missy ""Misdemeanor"" Elliott",Work It,2003.0,36,Pop/R&B/Hip-Hop
1844,Jay-Z feat. Beyonce Knowles,'03 Bonnie And Clyde,2003.0,37,Hip-Hop
1845,Nivea feat. Brian and Brandon Casey,Don't Mess With My Man,2003.0,38,Pop/R&B/Hip-Hop
1846,Monica,So Gone,2003.0,39,R&B/Pop
1847,"Nelly feat. Kyjuan, Ali and Murphy Lee",Air Force Ones,2003.0,40,Hip-Hop
1848,Snoop Dogg feat. Pharrell and Uncle Charlie Wilson,Beautiful,2003.0,42,Hip-Hop
1849,"Missy ""Misdemeanor"" Elliott feat. Ludacris",Gossip Folks,2003.0,43,Pop/R&B/Hip-Hop
1850,Kelly Clarkson,Miss Independent,2003.0,44,Pop Rock
1851,Train,Calling All Angels,2003.0,45,Pop Rock
1852,YoungBloodZ feat. Lil Jon,Damn!,2003.0,46,Hip-Hop
1853,Clay Aiken,This Is The Night,2003.0,47,Pop/R&B/Hip-Hop
1854,John Mayer,Your Body Is A Wonderland,2003.0,48,Pop/Rock/Blues
1855,Trapt,Headstrong,2003.0,49,Pop/R&B/Hip-Hop
1856,Ginuwine,In Those Jeans,2003.0,50,Pop/R&B/Hip-Hop
1857,Usher feat. Lil Jon and Ludacris,Yeah!,2004.0,1,R&B/Pop
1858,Usher,Burn,2004.0,2,R&B/Pop
1859,Alicia Keys,If I Ain't Got You,2004.0,3,R&B/Soul
1860,Maroon 5,This Love,2004.0,4,Pop Rock
1861,OutKast feat. Sleepy Brown,The Way You Move,2004.0,5,Hip-Hop/Funk
1862,Hoobastank,The Reason,2004.0,6,Pop/R&B/Hip-Hop
1863,Mario Winans feat. Enya and P. Diddy,I Don't Wanna Know,2004.0,7,Pop/R&B/Hip-Hop
1864,OutKast,Hey Ya!,2004.0,8,Hip-Hop/Funk
1865,Ciara feat. Petey Pablo,Goodies,2004.0,9,Pop/R&B/Hip-Hop
1866,Terror Squad,Lean Back,2004.0,10,Pop/R&B/Hip-Hop
1867,J-Kwon,Tipsy,2004.0,11,Pop/R&B/Hip-Hop
1868,Usher,Confessions Part II,2004.0,12,R&B/Pop
1869,Juvenile feat. Soulja Slim,Slow Motion,2004.0,13,Pop/R&B/Hip-Hop
1870,Petey Pablo,Freek-a-Leek,2004.0,14,Pop/R&B/Hip-Hop
1871,3 Doors Down,Here Without You,2004.0,15,Rock
1872,Twista feat. Kanye West and Jamie Foxx,Slow Jamz,2004.0,16,Pop/R&B/Hip-Hop
1873,Nickelback,Someday,2004.0,17,Rock
1874,Beyonce,Naughty Girl,2004.0,18,R&B/Pop
1875,Evanescence,My Immortal,2004.0,19,Pop/R&B/Hip-Hop
1876,Lil' Flip feat. Lea,Sunshine,2004.0,20,Pop/R&B/Hip-Hop
1877,Jay-Z,Dirt Off Your Shoulder,2004.0,21,Hip-Hop
1878,Nina Sky feat. Jabba,Move Ya Body,2004.0,22,Pop/R&B/Hip-Hop
1879,Christina Milian,Dip It Low,2004.0,23,Pop/R&B/Hip-Hop
1880,Usher And Alicia Keys,My Boo,2004.0,24,R&B/Pop
1881,Chingy feat. J. Weav,One Call Away,2004.0,25,Pop/R&B/Hip-Hop
1882,Beyonce,"Me, Myself, and I",2004.0,26,R&B/Pop
1883,Kevin Lyttle feat. Spragga Benz,Turn Me On,2004.0,27,Pop/R&B/Hip-Hop
1884,Sheryl Crow,The First Cut Is The Deepest,2004.0,28,Pop/Rock
1885,Alicia Keys,You Don't Know My Name,2004.0,29,R&B/Soul
1886,Nelly feat. Jaheim,My Place,2004.0,30,Hip-Hop
1887,Twista,Overnight Celebrity,2004.0,31,Pop/R&B/Hip-Hop
1888,Cassidy feat. R. Kelly,Hotel,2004.0,32,Pop/R&B/Hip-Hop
1889,Linkin Park,Numb,2004.0,33,Nu Metal/Alternative Rock
